,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region,Median Age,Population,Poverty Count,Household Income,Per Capita Income,Yelp Results,Yelp Price,Yelp Rating
50,Mt. Tom Farmers' Market,WOODSTOCK,Windsor,Vermont,05091,05/24/2014 to 10/18/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-72.52455,43.63720900000001,Y,N,Y,N,N,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,4/18/2014 6:02:29 PM,Northeast,54.7,3418.0,168.0,75000.0,45770.0,,,
51,"Newport, VT Farmers Market",Newport,Orleans,Vermont,05855,05/10/2014 to 10/25/2014,Sat: 9:00 AM-2:00 PM;,,,,,,,-72.2051022,44.9364356,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,5/4/2014 3:24:33 PM,Northeast,43.0,7321.0,1203.0,39405.0,21912.0,NOT EQUAL,$$,4.5
52,North Troy Farmers Market,North Troy,Orleans,Vermont,05855,,,,,,,,,-72.3998,44.9945,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,43.0,7321.0,1203.0,39405.0,21912.0,,,
53,Northfield Farmers Market,Northfield,Washington,Vermont,05663,05/10/2016 to 10/11/2016,Tue: 3:00 PM-6:00 PM;,,,,,,,-72.65683,44.148617,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,6/27/2016 1:08:43 PM,Northeast,30.8,6968.0,630.0,64524.0,23316.0,,,
54,"Northwest Farmers Market, Inc.",St. Albans ,Franklin,Vermont,05478,05/20/2017 to 10/28/2017,Sat: 9:00 AM-2:00 PM;,,,,,,,-73.082042,44.811375,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,6/28/2017 10:51:56 AM,Northeast,42.2,13868.0,1258.0,52295.0,28830.0,,,
55,Norwich Farmers Market,Norwich,Windsor,Vermont,05055,05/06/2017 to ,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.317164,43.697842,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,6/29/2017 11:24:03 AM,Northeast,41.1,3396.0,225.0,95170.0,49101.0,,,
56,Norwich Winter Farmers Market,Norwich,Windsor,Vermont,05055,November to April,Sat:10:00 AM - 1:00 PM;,,,,,,,-72.307907,43.71389,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/7/2012 2:21:52 PM,Northeast,41.1,3396.0,225.0,95170.0,49101.0,,,
57,Old North End Farmers' Market,Burlingon,Chittenden,Vermont,05401,,Tue: 3:00 PM-6:30 PM;,,,,,,,-73.213842,44.487548,Y,N,N,N,Y,-,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/24/2015 12:49:43 PM,Northeast,27.5,27908.0,8189.0,36348.0,26259.0,NOT EQUAL,$$,4.5
58,Peacham Farmers Market,Peacham,Caledonia,Vermont,05862,06/01/2017 to 09/07/2017,Thu: 4:00 PM-7:00 PM;,,,,,,,-72.169409,44.327472,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,6/29/2017 9:31:43 AM,Northeast,52.4,387.0,45.0,44250.0,28539.0,,,
59,Poultney Farmers Market,Poultney,Rutland,Vermont,05764,June to October,Thu:9:00 AM - 2:00 PM;,,,,,,,-73.23610500000002,43.517755,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/30/2012 9:29:35 PM,Northeast,34.4,3442.0,436.0,42285.0,21741.0,,,
60,Putney Farmers' Market - Indoor/Winter,Putney,Windham,Vermont,05346,11/22/2015 to 12/20/2015,Sun: 11:00 AM-2:00 PM;,,,,,,,-72.54111800000003,42.991213,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,3/29/2015 3:29:40 PM,Northeast,43.4,5002.0,440.0,56852.0,30546.0,,,
61,Putney Farmers' Market - Outdoor/Summer,Putney,Windham,Vermont,05346,05/24/2015 to 10/11/2015,Sun: 11:00 AM-2:00 PM;,,,,,,,-72.5227336,42.9677795,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,4/25/2015 4:24:03 PM,Northeast,43.4,5002.0,440.0,56852.0,30546.0,,,
62,Randolph Farmers Market,Randolph,Orange,Vermont,05060,,,,,,,,,-72.656,43.9303,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 17 2010  4:29PM,Northeast,46.7,4486.0,820.0,44869.0,26235.0,,,
63,Richford Farmers' Market,Richford,Franklin,Vermont,05476,06/21/2014 to 10/04/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.672031,44.99632800000001,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/5/2014 5:15:48 PM,Northeast,38.5,3388.0,607.0,40638.0,19917.0,,,
64,Richmond Farmers Market,Richmond,Chittenden,Vermont,05477,06/02/2017 to 10/13/2017,Fri: 3:00 PM-7:00 PM;,,,,,,,-72.996849,44.401997,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,6/28/2017 10:21:31 AM,Northeast,38.4,4509.0,252.0,73640.0,35370.0,,,
65,Rochester Farmers Market and Exchange,Rochester,Windsor,Vermont,05767,,,,,,,,,-72.808149,43.874378,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/21/2017 1:15:50 PM,Northeast,51.3,1000.0,95.0,49205.0,27941.0,,,
66,Royalton Farmers Market,S Royalton ,Windsor,Vermont,05068,05/12/2016 to 10/20/2016,,,,,,,,-72.521463,43.82003,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,8/25/2016 12:16:23 PM,Northeast,37.8,3135.0,438.0,38894.0,23496.0,,,
67,Shelburne Farmers Market,Shelburnwe,Chittenden,Vermont,05482,05/27/2017 to 10/14/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-73.210001,44.387379,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,6/28/2017 11:01:10 AM,Northeast,46.1,7387.0,285.0,94196.0,51295.0,"{'id': 'HYEk8Xxwo_J6jIK3r8H-2A', 'alias': 'shelburne-farmers-market-shelburne', 'name': ""Shelburne Farmers' Market"", 'image_url': '', 'is_closed': False, 'url': 'https://www.yelp.com/biz/shelburne-farmers-market-shelburne?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 1, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 5.0, 'coordinates': {'latitude': 44.3780098, 'longitude': -73.2275009}, 'transactions': [], 'price': '$$', 'location': {'address1': 'Church St', 'address2': '', 'address3': '', 'city': 'Shelburne', 'zip_code': '05482', 'country': 'US', 'state': 'VT', 'display_address': ['Church St', 'Shelburne, VT 05482']}, 'phone': '+18025981758', 'display_phone': '(802) 598-1758', 'distance': 1746.451538555015}",$$,5.0
68,South Burlington Farmers Market,South Burlington,Chittenden,Vermont,05407,06/01/2014 to 10/12/2014,Sun: 10:00 AM-2:00 PM;,,,,,,,-73.178481,44.455359,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,4/10/2014 1:54:33 PM,Northeast,,,,,,,,
69,Springfield Farmer's Market,Springfield ,Windsor,Vermont,05156,05/31/2014 to 10/11/2014,Sat: 10:00 AM-1:00 PM;,,,,,,,-72.48164399999997,43.29946,Y,N,Y,Y,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,4/9/2014 11:44:09 AM,Northeast,43.6,9529.0,1298.0,48872.0,25574.0,,,
70,Stowe Farmers' Market,"Stowe, VT",Lamoille,Vermont,05672,05/21/2017 to 10/15/2017,Sun: 10:30 AM-3:00 PM;,,,,,,,-72.71136,44.473445,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,6/28/2017 12:51:39 PM,Northeast,41.0,4345.0,412.0,66867.0,38644.0,"{'id': 'Xe_u2Cy_CYn6wV1Bn01khg', 'alias': 'stowe-farmers-market-stowe-2', 'name': ""Stowe Farmers' Market"", 'image_url': 'https://s3-media4.fl.yelpcdn.com/bphoto/eT2eytfeV5zGX3Qb88iesg/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/stowe-farmers-market-stowe-2?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 18, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.0, 'coordinates': {'latitude': 44.46496, 'longitude': -72.68965}, 'transactions': [], 'price': '$', 'location': {'address1': '112 S Main St', 'address2': 'Ste 185', 'address3': '', 'city': 'Stowe', 'zip_code': '05672', 'country': 'US', 'state': 'VT', 'display_address': ['112 S Main St', 'Ste 185', 'Stowe, VT 05672']}, 'phone': '+18022793444', 'display_phone': '(802) 279-3444', 'distance': 1954.744282532332}",$,4.0
71,The Dorset Farmers Market,Dorset ,Bennington,Vermont,05251,05/10/2015 to 10/11/2015,Sun: 10:00 AM-2:00 PM;,10/18/2015 to 05/14/2016,Sun: 10:00 AM-2:00 PM;,,,,,-73.0918809,43.247217,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,5/7/2015 9:30:17 AM,Northeast,54.1,1392.0,25.0,73854.0,41107.0,,,
72,The Farmers Market at the West Townshend Country Store,West Townshend,Windham,Vermont,05359,06/06/2014 to 10/10/2014,Fri: 4:00 PM-7:00 PM;,,,,,,,-72.711642,43.084256,Y,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,4/11/2014 3:33:14 PM,Northeast,54.7,538.0,68.0,42857.0,35846.0,,,
73,The West River Farmers Market,Londonderry,Windham,Vermont,05148,05/28/2016 to 10/08/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.80648659999999,43.2264643,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,8/26/2016 10:48:42 AM,Northeast,46.3,1080.0,73.0,57313.0,32852.0,,,
74,Townshend Farmers Market,West Townshend,Windham,Vermont,05359,06/06/2014 to 10/10/2014,Fri: 4:00 PM-7:00 PM;,,,,,,,-72.71171700000002,43.084256,N,Y,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,5/5/2014 11:01:23 PM,Northeast,54.7,538.0,68.0,42857.0,35846.0,,,
75,Vergennes Farmers Market,Vergennes ,Addison,Vermont,05491,06/01/2017 to 10/05/2017,Thu: 4:00 AM-7:30 PM;,11/18/2017 to 03/10/2018,Sat: 9:00 AM-12:30 PM;,,,,,-73.24512800000002,44.1766574,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,6/28/2017 10:15:07 AM,Northeast,42.5,5917.0,602.0,55572.0,27592.0,,,
76,Vermont Farmers Market,Rutland ,Rutland,Vermont,05701,05/12/2018 to 10/27/2018,Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,-72.980071,43.605826,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,4/30/2018 11:16:43 AM,Northeast,44.7,20361.0,2703.0,42981.0,25459.0,"{'id': 'PyKhxtf6GezZdcZDAsVqPQ', 'alias': 'vermont-farmers-food-center-rutland', 'name': 'Vermont Farmers Food Center', 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/ZB_r7ckLRnweo9BhhUASZw/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/vermont-farmers-food-center-rutland?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 3, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.5, 'coordinates': {'latitude': 43.6076813, 'longitude': -72.9852219}, 'transactions': [], 'price': '$', 'location': {'address1': '251 West St', 'address2': '', 'address3': '', 'city': 'Rutland', 'zip_code': '05701', 'country': 'US', 'state': 'VT', 'display_address': ['251 West St', 'Rutland, VT 05701']}, 'phone': '+18023424727', 'display_phone': '(802) 342-4727', 'distance': 463.1877189843821}",$,4.5
77,Vermont Farmers Market,RUTLAND,Rutland,Vermont,05701,11/03/2018 to 05/04/2019,Sat: 10:00 AM-2:00 PM;,,,,,,,-72.98559200000003,43.607916,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,4/30/2018 11:31:37 AM,Northeast,44.7,20361.0,2703.0,42981.0,25459.0,"{'id': 'PyKhxtf6GezZdcZDAsVqPQ', 'alias': 'vermont-farmers-food-center-rutland', 'name': 'Vermont Farmers Food Center', 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/ZB_r7ckLRnweo9BhhUASZw/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/vermont-farmers-food-center-rutland?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 3, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.5, 'coordinates': {'latitude': 43.6076813, 'longitude': -72.9852219}, 'transactions': [], 'price': '$', 'location': {'address1': '251 West St', 'address2': '', 'address3': '', 'city': 'Rutland', 'zip_code': '05701', 'country': 'US', 'state': 'VT', 'display_address': ['251 West St', 'Rutland, VT 05701']}, 'phone': '+18023424727', 'display_phone': '(802) 342-4727', 'distance': 39.63263545585873}",$,4.5
78,Waitsfield Farmers' Market ,Waitsfield ,Washington,Vermont,05673,05/20/2017 to 10/14/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.838468,44.183715,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,6/30/2017 11:18:08 AM,Northeast,44.8,2441.0,162.0,72946.0,36612.0,"{'id': 'zu7h7NBXj3Lx9pLM5cg-mg', 'alias': 'waitsfield-farmers-market-waitsfield', 'name': 'Waitsfield Farmers Market', 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/MsG45YZLf4eRms-0d6nRMg/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/waitsfield-farmers-market-waitsfield?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 2, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 5.0, 'coordinates': {'latitude': 44.1835768692011, 'longitude': -72.8384521747803}, 'transactions': [], 'location': {'address1': 'Mad River Green', 'address2': None, 'address3': 'VT Rte 100', 'city': 'Waitsfield', 'zip_code': '05673', 'country': 'US', 'state': 'VT', 'display_address': ['Mad River Green', 'VT Rte 100', 'Waitsfield, VT 05673']}, 'phone': '+14134464684', 'display_phone': '(413) 446-4684', 'distance': 15.411176200598833}",,5.0
79,Walloomsac Farmers' Market,Bennington,Bennington,Vermont,05201,05/03/2014 to 10/25/2014,Sat: 10:00 AM-1:00 PM;,11/08/2014 to 04/18/2015,Sat: 10:00 AM-1:00 PM;,,,,,-73.198299,42.879424,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/22/2014 8:25:55 PM,Northeast,41.4,14360.0,3031.0,38259.0,24721.0,"{'id': 'Ykng3GawEc9n2Tta-0KdSQ', 'alias': 'walloomsac-farmers-market-bennington', 'name': ""Walloomsac Farmers' Market"", 'image_url': '', 'is_closed': False, 'url': 'https://www.yelp.com/biz/walloomsac-farmers-market-bennington?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 2, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 4.5, 'coordinates': {'latitude': 42.8812702, 'longitude': -73.1988249}, 'transactions': [], 'price': '$$', 'location': {'address1': '150 Depot St', 'address2': '', 'address3': 'Bennington Station', 'city': 'Bennington', 'zip_code': '05201', 'country': 'US', 'state': 'VT', 'display_address': ['150 Depot St', 'Bennington Station', 'Bennington, VT 05201']}, 'phone': '+18026887210', 'display_phone': '(802) 688-7210', 'distance': 256.54022370220326}",$$,4.5
80,Washington Farmers Market,Washington,Washington,Vermont,05675,,,,,,,,,-72.4219,44.0833,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/17/2012 3:27:26 PM,Northeast,46.9,1066.0,129.0,51724.0,27142.0,,,
81,Waterbury Farmers Market,Waterbury,Washington,Vermont,05677,May to October,Thu:3:00 PM - 7:00 PM;,,,,,,,-72.75786190000002,44.3393474,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,5/1/2012 7:01:38 AM,Northeast,47.2,2157.0,90.0,71250.0,40230.0,,,
82,Waterbury Farmers Market,Waterbury,Washington,Vermont,05676,November to April,Sat:10:00 AM - 2:00 PM;,,,,,,,-72.75383000000002,44.339485,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/1/2012 7:01:38 AM,Northeast,43.6,4999.0,400.0,57021.0,31809.0,,,
83,Westford Farmers Market,Westford,Chittenden,Vermont,05494,06/13/2014 to 10/17/2014,Fri: 3:30 PM-6:30 PM;,,,,,,,-73.0103,44.6117,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 6:22:55 PM,Northeast,43.5,1702.0,17.0,77243.0,36505.0,,,
84,Westmore Farmers' Market,Westmore,Orleans,Vermont,05860,06/03/2013 to 09/30/2013,Mon: 1:00 PM-5:00 PM;,,,,,,,-72.05471999999997,44.771326,N,N,N,N,N,-,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/12/2013 7:53:24 PM,Northeast,41.8,2596.0,446.0,43958.0,19929.0,,,
85,Williston Farmers Market,Willston,Chittenden,Vermont,05495,,,,,,,,,-73.0756,44.4392,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 19 2010  8:10AM,Northeast,44.9,9513.0,565.0,70877.0,39694.0,,,
86,Willoughby Lake Farmers & Artisans Market,Westmore,Orleans,Vermont,05860,May to September,Thu:3:00 pm - 7:00 pm;,,,,,,,-72.0524,44.7659,N,N,Y,N,N,-,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/5/2011 7:34:19 AM,Northeast,41.8,2596.0,446.0,43958.0,19929.0,,,
87,Wilmington Farmers Market,Searsburg,Windham,Vermont,05363,,,,,,,,,-72.9633,42.8894,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,47.3,2715.0,147.0,62000.0,31714.0,,,
88,Windsor Farmers Market,Windsor,Windsor,Vermont,05089,05/28/2016 to 10/15/2016,Sat: 11:00 AM-2:00 PM;,11/05/2016 to 05/20/2017,Sat: 11:00 AM-2:00 PM;,,,,,-72.38807,43.480716,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,6/27/2016 1:46:20 PM,Northeast,46.2,4974.0,565.0,46097.0,27084.0,"{'id': 'OMSSbOAruMNz-4fX4fU76w', 'alias': 'windsor-farmers-market-windsor-2', 'name': 'Windsor Farmers Market', 'image_url': 'https://s3-media2.fl.yelpcdn.com/bphoto/h05003f2Nxxqy0XAO4IbrA/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/windsor-farmers-market-windsor-2?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 2, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 5.0, 'coordinates': {'latitude': 43.48037, 'longitude': -72.38927}, 'transactions': [], 'location': {'address1': '51 State St', 'address2': '', 'address3': '', 'city': 'Windsor', 'zip_code': '05089', 'country': 'US', 'state': 'VT', 'display_address': ['51 State St', 'Windsor, VT 05089']}, 'phone': '+18026745761', 'display_phone': '(802) 674-5761', 'distance': 104.4373432452679}",,5.0
89,Winooski Farmers Market,Winooski,Chittenden,Vermont,05404,05/29/2016 to 10/09/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-73.185351,44.490257,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,7/11/2016 12:23:16 PM,Northeast,31.7,7071.0,1640.0,43922.0,25139.0,"{'id': 'PVHAeDxQHTH8T7bsnbmpag', 'alias': 'winooski-farmers-market-winooski', 'name': 'Winooski Farmers Market', 'image_url': 'https://s3-media1.fl.yelpcdn.com/bphoto/GdgukmV4ioj59v5WqGeH4g/o.jpg', 'is_closed': False, 'url': 'https://www.yelp.com/biz/winooski-farmers-market-winooski?adjust_creative=SuN2rTgskES34_QFwQFCJg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SuN2rTgskES34_QFwQFCJg', 'review_count': 1, 'categories': [{'alias': 'farmersmarket', 'title': 'Farmers Market'}], 'rating': 5.0, 'coordinates': {'latitude': 44.491581, 'longitude': -73.1875687}, 'transactions': [], 'price': '$$', 'location': {'address1': '27 W Allen St', 'address2': '', 'address3': '', 'city': 'Winooski', 'zip_code': '05404', 'country': 'US', 'state': 'VT', 'display_address': ['27 W Allen St', 'Winooski, VT 05404']}, 'phone': '', 'display_phone': '', 'distance': 226.01457095076023}",$$,5.0
90,Woodstock Market on the Green,Woodstock,Windsor,Vermont,05091,,,,,,,,,-72.5168,43.62600000000001,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast,54.7,3418.0,168.0,75000.0,45770.0,,,
91, Stearns Homestead Farmers' Market,Parma ,Cuyahoga,Ohio,44129,06/24/2017 to 09/30/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-81.7339387,41.3748009,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/21/2017 5:15:01 PM,Central,38.1,29260.0,3195.0,50296.0,23623.0,,,
92,2nd Street Market - Five Rivers MetroPark,Dayton,Montgomery,Ohio,45402,01/01/2018 to 05/31/2018,Thu: 11:00 AM-3:00 PM;Fri: 11:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;,06/01/2018 to 12/31/2018,Thu: 11:00 AM-3:00 PM;Fri: 11:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;Sun: 11:00 AM-3:00 PM;,,,,,-84.18103,39.762593,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,7/26/2018 4:26:56 PM,Central,39.3,10505.0,4291.0,21038.0,16581.0,,,
93,Adams County Farmer's Market,West Union,Adams,Ohio,45693,06/09/2018 to 09/29/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.56679670000003,38.7787563,Y,N,N,N,N,-,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,7/3/2018 10:14:11 AM,Central,40.4,8207.0,1740.0,39889.0,18494.0,,,
