,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region
69,Springfield Farmer's Market,Springfield ,Windsor,Vermont,05156,05/31/2014 to 10/11/2014,Sat: 10:00 AM-1:00 PM;,,,,,,,-72.48164399999999,43.299459999999996,Y,N,Y,Y,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,4/9/2014 11:44:09 AM,Northeast
70,Stowe Farmers' Market,"Stowe, VT",Lamoille,Vermont,05672,05/21/2017 to 10/15/2017,Sun: 10:30 AM-3:00 PM;,,,,,,,-72.71136,44.473445,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,6/28/2017 12:51:39 PM,Northeast
71,The Dorset Farmers Market,Dorset ,Bennington,Vermont,05251,05/10/2015 to 10/11/2015,Sun: 10:00 AM-2:00 PM;,10/18/2015 to 05/14/2016,Sun: 10:00 AM-2:00 PM;,,,,,-73.0918809,43.247217,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,5/7/2015 9:30:17 AM,Northeast
72,The Farmers Market at the West Townshend Country Store,West Townshend,Windham,Vermont,05359,06/06/2014 to 10/10/2014,Fri: 4:00 PM-7:00 PM;,,,,,,,-72.711642,43.084255999999996,Y,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,4/11/2014 3:33:14 PM,Northeast
73,The West River Farmers Market,Londonderry,Windham,Vermont,05148,05/28/2016 to 10/08/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.80648659999999,43.226464299999996,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,8/26/2016 10:48:42 AM,Northeast
74,Townshend Farmers Market,West Townshend,Windham,Vermont,05359,06/06/2014 to 10/10/2014,Fri: 4:00 PM-7:00 PM;,,,,,,,-72.71171700000001,43.084255999999996,N,Y,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,5/5/2014 11:01:23 PM,Northeast
75,Vergennes Farmers Market,Vergennes ,Addison,Vermont,05491,06/01/2017 to 10/05/2017,Thu: 4:00 AM-7:30 PM;,11/18/2017 to 03/10/2018,Sat: 9:00 AM-12:30 PM;,,,,,-73.24512800000001,44.176657399999996,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,6/28/2017 10:15:07 AM,Northeast
76,Vermont Farmers Market,Rutland ,Rutland,Vermont,05701,05/12/2018 to 10/27/2018,Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,-72.980071,43.605826,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,4/30/2018 11:16:43 AM,Northeast
77,Vermont Farmers Market,RUTLAND,Rutland,Vermont,05701,11/03/2018 to 05/04/2019,Sat: 10:00 AM-2:00 PM;,,,,,,,-72.98559200000001,43.607915999999996,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,4/30/2018 11:31:37 AM,Northeast
78,Waitsfield Farmers' Market ,Waitsfield ,Washington,Vermont,05673,05/20/2017 to 10/14/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-72.838468,44.183715,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,6/30/2017 11:18:08 AM,Northeast
79,Walloomsac Farmers' Market,Bennington,Bennington,Vermont,05201,05/03/2014 to 10/25/2014,Sat: 10:00 AM-1:00 PM;,11/08/2014 to 04/18/2015,Sat: 10:00 AM-1:00 PM;,,,,,-73.198299,42.879424,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/22/2014 8:25:55 PM,Northeast
80,Washington Farmers Market,Washington,Washington,Vermont,05675,,,,,,,,,-72.4219,44.0833,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2/17/2012 3:27:26 PM,Northeast
81,Waterbury Farmers Market,Waterbury,Washington,Vermont,05677,May to October,Thu:3:00 PM - 7:00 PM;,,,,,,,-72.75786190000001,44.3393474,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,5/1/2012 7:01:38 AM,Northeast
82,Waterbury Farmers Market,Waterbury,Washington,Vermont,05676,November to April,Sat:10:00 AM - 2:00 PM;,,,,,,,-72.75383000000001,44.339484999999996,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/1/2012 7:01:38 AM,Northeast
83,Westford Farmers Market,Westford,Chittenden,Vermont,05494,06/13/2014 to 10/17/2014,Fri: 3:30 PM-6:30 PM;,,,,,,,-73.0103,44.6117,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 6:22:55 PM,Northeast
84,Westmore Farmers' Market,Westmore,Orleans,Vermont,05860,06/03/2013 to 09/30/2013,Mon: 1:00 PM-5:00 PM;,,,,,,,-72.05471999999999,44.771326,N,N,N,N,N,-,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/12/2013 7:53:24 PM,Northeast
85,Williston Farmers Market,Willston,Chittenden,Vermont,05495,,,,,,,,,-73.0756,44.4392,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 19 2010  8:10AM,Northeast
86,Willoughby Lake Farmers & Artisans Market,Westmore,Orleans,Vermont,05860,May to September,Thu:3:00 pm - 7:00 pm;,,,,,,,-72.0524,44.7659,N,N,Y,N,N,-,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/5/2011 7:34:19 AM,Northeast
87,Wilmington Farmers Market,Searsburg,Windham,Vermont,05363,,,,,,,,,-72.9633,42.8894,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast
88,Windsor Farmers Market,Windsor,Windsor,Vermont,05089,05/28/2016 to 10/15/2016,Sat: 11:00 AM-2:00 PM;,11/05/2016 to 05/20/2017,Sat: 11:00 AM-2:00 PM;,,,,,-72.38807,43.480715999999994,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,6/27/2016 1:46:20 PM,Northeast
89,Winooski Farmers Market,Winooski,Chittenden,Vermont,05404,05/29/2016 to 10/09/2016,Sun: 10:00 AM-2:00 PM;,,,,,,,-73.185351,44.490257,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,7/11/2016 12:23:16 PM,Northeast
90,Woodstock Market on the Green,Woodstock,Windsor,Vermont,05091,,,,,,,,,-72.5168,43.626000000000005,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Northeast
91, Stearns Homestead Farmers' Market,Parma ,Cuyahoga,Ohio,44129,06/24/2017 to 09/30/2017,Sat: 9:00 AM-1:00 PM;,,,,,,,-81.7339387,41.3748009,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/21/2017 5:15:01 PM,Central
92,2nd Street Market - Five Rivers MetroPark,Dayton,Montgomery,Ohio,45402,01/01/2018 to 05/31/2018,Thu: 11:00 AM-3:00 PM;Fri: 11:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;,06/01/2018 to 12/31/2018,Thu: 11:00 AM-3:00 PM;Fri: 11:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;Sun: 11:00 AM-3:00 PM;,,,,,-84.18103,39.762593,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,7/26/2018 4:26:56 PM,Central
93,Adams County Farmer's Market,West Union,Adams,Ohio,45693,06/09/2018 to 09/29/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-83.56679670000001,38.7787563,Y,N,N,N,N,-,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,7/3/2018 10:14:11 AM,Central
94,Alliance Farmers' Market,Alliance,Stark,Ohio,44601,06/15/2013 to 10/12/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-81.1024,40.9216,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/13/2013 11:25:29 AM,Central
95,Anderson Farm Market,Xenia,Greene,Ohio,45385,,,,,,,,,-83.8824,39.7668,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
96,Anderson Farmers' Market,Cincinnati,Hamilton,Ohio,45230,04/09/2016 to 11/19/2016,Sat: 9:00 AM-1:00 PM;,,,,,,,-84.350563,39.078533,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,6/28/2016 9:18:01 AM,Central
97,Ashtabula Farmers Market,Ashtabula,,Ohio,44004,,,,,,,,,-80.7998,41.8995,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central
98,Athens Farmers Market,Athens,Athens,Ohio,45701,01/01/2016 to 12/31/2016,Wed: 9:00 AM-12:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,-82.0584387,39.335916299999994,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,7/11/2016 11:28:41 AM,Central
99,Austintown Farmers Market,Austintown,Mahoning,Ohio,44515,06/08/2015 to 08/29/2016,Mon: 5:00 PM-8:00 PM;,,,,,,,-80.77409399999999,41.070510999999996,Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,6/27/2016 1:50:09 PM,Central
100,Avon Lake Farmers Market,Avon Lake,Lorain,Ohio,44012,06/07/2016 to ,Tue: 3:00 PM-6:00 PM;,,,,,,,-82.020624,41.509613,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,6/27/2016 1:28:05 PM,Central
101,Barnesville Farmers Market,Barnesville,Belmont,Ohio,43713,,,,,,,,,-81.1739,39.9881,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
102,Bellville Farmers Market,Bellville,Richland,Ohio,44813,05/18/2013 to 10/12/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-82.5116,40.6198,N,N,N,N,N,-,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/13/2013 7:45:30 PM,Central
103,Berkey Farmers Market,Berkey,Lucas,Ohio,43504,05/26/2018 to 10/31/2018,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.83941800000001,41.715538,Y,N,N,N,N,-,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,3/13/2018 4:09:13 PM,Central
104,Bexley Farmers' Market,Bexley,Franklin,Ohio,43209,05/15/2014 to 10/30/2014,Thu: 4:00 PM-7:00 PM;,,,,,,,-82.94254699999999,39.957118,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/19/2014 6:14:56 PM,Central
105,Bixler's Farmers Market (Ripley's farmers Market),Russellville,Brown,Ohio,45168,05/10/2014 to 12/01/2014,Sat: 9:00 AM-2:00 PM;,,,,,,,-83.799939,38.852215,N,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,4/4/2014 1:18:44 AM,Central
106,Black River Landing Farmers Market,Lorain,Lorain,Ohio,44052,,,,,,,,,-82.1757,41.4688,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 19 2010  7:36AM,Central
107,Blendon Township Farmers Market,Westerville,,Ohio,43081,,,,,,,,,-82.904,40.0968,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central
108,Bloomingrove Produce Auction,Shiloh,Richland,Ohio,44878,,,,,,,,,-82.5544,40.9603,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
109,Bluffton Farmers Market,Bluffton,Allen,Ohio,45817,,,,,,,,,-83.8902,40.8879,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
110,Breezy Acres Orchard,Xenia,Greene,Ohio,45385,,,,,,,,,-83.9353,39.6017,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
111,Bridge Street Farmers Market,Kingsville,Ashtabula,Ohio,44048,,,,,,,,,-80.815,41.8977,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
112,Brimfield Farmers Market,Kent,Portage,Ohio,44240,,,,,,,,,-81.3458,41.1002,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 15 2010 11:06PM,Central
113,Broadway Farmers Market,Cleveland ,Cuyahoga,Ohio,44105,06/23/2014 to 09/22/2014,Mon: 4:00 PM-7:00 PM;,,,,,,,-81.64529399999999,41.461447,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/15/2014 12:40:34 PM,Central
114,Brown County Farmers Market (Ripley Farmer's Market),Georgetown ,Brown,Ohio,45121,05/08/2014 to 11/01/2014,Thu: 3:00 PM-7:00 PM;,,,,,,,-83.9044248,38.8653546,N,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,4/4/2014 1:01:07 AM,Central
115,Brown County Farmers Market (Ripleys' Farmers Market),Mt Orab,Brown,Ohio,45154,05/10/2014 to 11/01/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.86771800000001,38.934226,N,N,N,N,Y,-,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,4/4/2014 12:51:23 AM,Central
116,Canal Fulton Farmers Market ,Canal Fulton,,Ohio,44614,,,,,,,,,-81.5686,40.8822,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central
117,Canal Market District,Newark,Licking,Ohio,43055,06/03/2016 to 10/28/2016,Tue: 4:00 PM-7:00 PM;Fri: 4:00 AM-7:00 PM;,,,,,,,-82.401054,40.056583,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,7/1/2016 12:03:35 PM,Central
118,Canal Winchester Farmers Market,Canal Winchester,Franklin,Ohio,43110,05/23/2015 to 09/26/2015,Sat: 9:00 AM-12:00 PM;,,,,,,,-82.8059,39.842,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/19/2015 11:59:26 AM,Central
119,Canton Farmers' Market,Canton,Stark,Ohio,44702,June to October,Sat:8:00 AM - 11:30 AM;,,,,,,,-81.3775854,40.801255700000006,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/14/2012 2:47:49 PM,Central
120,Canton Farmers' Market,Canton,Stark,Ohio,44702,August to August,Sat:8:00 AM - 11:30 AM;,,,,,,,-81.40359699999999,40.79609,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/14/2012 2:47:49 PM,Central
121,Captina Produce Auction,Barnesville,Belmont,Ohio,43713,,,,,,,,,-81.1027,39.9319,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
122,Carrolton Weekly Farmers Market,Carrolton,Carroll,Ohio,44615,,,,,,,,,-81.0869,40.571999999999996,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
123,Case Western Reserve University Farmers Market,Cleveland ,Cuyahoga,Ohio,44106,01/01/2013 to 12/31/2013,Thu: 11:00 AM-2:00 PM;,,,,,,,-81.604037,41.504893,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,8/15/2013 9:03:39 AM,Central
124,Celina Farmers' Market ,Celina,,Ohio,45822,,,,,,,,,-84.5716,40.5495,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,Central
125,Centerville Farmers Market,Centerville,Montgomery,Ohio,45458,05/15/2014 to 10/30/2014,Thu: 2:30 PM-6:30 PM;,,,,,,,-84.15987559999999,39.61535,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,8/18/2014 4:02:46 PM,Central
126,Champaign County Farmers' Market,Urbana ,Champaign,Ohio,43078,05/07/2016 to 10/29/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.75098249999999,40.10686320000001,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,7/12/2016 6:20:49 PM,Central
127,Champion Garden Center,Perry,Perry,Ohio,44081,,,,,,,,,-81.1524,41.7784,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
128,Chillicothe Farmers' Market Association,Chillicothe ,Ross,Ohio,45601,,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.0031767,39.3349929,Y,N,N,Y,Y,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,5/23/2014 7:05:10 PM,Central
129,CLARK VALLEY FARMERS' MARKET,MILLERSBURG,Holmes County,Ohio,44654,,,,,,,,,-81.9173,40.5455,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,Central
130,Clear Valley Ltd.,Hillsboro,Highland,Ohio,45133,,,,,,,,,-83.5537,39.2112,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
131,Clinton County Farmers Market,Wilmington ,Clinton,Ohio,45177,06/03/2017 to 10/21/2017,Sat: 8:30 AM-12:00 PM;,,,,,,,-83.831509,39.439262899999996,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,7/5/2017 5:50:51 PM,Central
132,Clintonville Farmers' Market,Columbus,Franklin,Ohio,43214,04/29/2017 to 11/18/2017,Sat: 9:00 AM-12:00 PM;,,,,,,,-83.0165751,40.0342974,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,6/22/2017 11:52:29 AM,Central
133,College Hill Farm Market,Cincinnati,Hamilton,Ohio,45224,05/01/2014 to 10/31/2014,Thu: 3:00 PM-6:30 PM;,,,,,,,-84.54511,39.195679999999996,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,3/14/2014 3:51:43 PM,Central
134,Columbus Public Health Farmers Market,Columbus,Franklin,Ohio,43215,12/01/2017 to ,,,,,,,,-82.9805967,39.9593044,Y,Y,N,N,Y,-,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,12/14/2017 3:05:57 PM,Central
135,Columbus Winter Farmers Market,Columbus,Franklin,Ohio,43214,November to March,Sat:10:00 AM - 1:00 PM;,,,,,,,-82.999711,40.052463,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/3/2012 6:41:04 PM,Central
136,Conneaut Farmers Market Inc.,Conneaut,Ashtabula,Ohio,44048,,,,,,,,,-80.5602,41.9455,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
137,Copley Creekside Farmers Market,Copley,Summit,Ohio,44321,05/25/2017 to 10/05/2017,Thu: 3:00 PM-6:00 PM;,,,,,,,-81.644372,41.104215,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,3/7/2018 12:50:12 PM,Central
138,Copley Creekside Farmers Market - Second Sunday Market,Copley,Summit,Ohio,44321,06/11/2017 to 09/10/2017,Sun: 3:00 PM-6:00 PM;,,,,,,,-81.630011,41.096075,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/20/2017 4:55:26 PM,Central
139,Corning Farmers Market,Corning,Perry,Ohio,43730,,,,,,,,,-82.0891,39.604,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,Central
140,Cortland Farmers Market,Cortland,Trumbull,Ohio,44410,,,,,,,,,-80.726906,41.325344,N,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/17/2013 3:13:32 PM,Central
141,Coshocton Farmers Market,Coshocton,Coshocton,Ohio,43812,05/06/2017 to 10/28/2017,Sat: 8:30 AM-12:00 PM;,,,,,,,-81.866236,40.273688,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/2/2017 2:27:25 PM,Central
142,Countryside Farmers' Market at Highland Square,Akron,Summit,Ohio,44302,05/18/2017 to 09/28/2017,Thu: 4:00 PM-7:00 PM;,,,,,,,-81.55411740000001,41.098117200000004,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/20/2017 2:50:23 PM,Central
143,Countryside Farmers' Markets at Howe Meadow,Peninsula,Summit,Ohio,44264,04/22/2017 to 10/28/2017,Sat: 9:00 AM-12:00 PM;,,,,,,,-81.58359370000001,41.18930770000001,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,6/20/2017 3:06:00 PM,Central
144,Countryside Farmers' Markets at Old Trail School,Akron,Summit,Ohio,44333,11/07/2015 to 04/23/2016,Sat: 9:00 AM-12:00 PM;,,,,,,,-81.588132,41.186898,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,5/14/2015 3:47:29 PM,Central
